,a_lane1_input,a_lane2_input,a_lane1_output,a_lane2_output,a_lane3_output,a_lane4_output,abd_lane_input_sum,a_jun_output_sum,b_lane1_input,b_lane2_input,b_lane1_output,b_lane2_output,b_lane3_output,b_lane4_output,bac_lane_input_sum,b_jun_output_sum,c_lane1_input,c_lane2_input,c_lane1_output,c_lane2_output,c_lane3_output,c_lane4_output,cbd_lane_input_sum,c_jun_output_sum,d_lane1_input,d_lane2_input,d_lane3_input,d_lane1_output,d_lane2_output,d_lane3_output,d_lane4_output,d_lane5_output,dac_lane_input_sum,d_jun_output_sum
14177,14,14,13,7,11,8,53,39,13,5,8,9,19,7,50,43,18,17,14,9,5,6,60,34,12,19,6,18,12,5,7,7,69,49
14178,8,15,9,8,15,9,49,41,15,18,14,14,15,7,51,50,10,5,17,15,9,10,41,51,11,9,9,8,7,18,16,19,47,68
14179,18,15,16,15,6,7,54,44,9,16,11,18,15,16,59,60,16,10,18,8,15,15,47,56,12,8,8,15,10,8,10,10,62,53
14180,16,5,7,18,10,8,51,43,13,15,7,15,6,19,61,47,17,5,13,9,19,13,52,54,17,6,13,5,6,6,18,11,69,46
14181,6,10,11,9,19,8,32,47,8,6,10,9,5,15,35,39,15,11,17,16,13,6,42,52,8,10,8,5,14,10,17,13,47,59
14182,12,15,9,17,7,17,53,50,10,5,7,5,12,15,34,39,7,7,17,9,11,7,40,44,16,17,16,19,7,10,14,14,68,64
14183,9,8,8,16,10,18,47,52,14,9,5,18,7,12,40,42,8,12,10,15,5,16,50,46,16,7,9,14,16,10,19,14,49,73
14184,13,19,12,13,8,16,52,49,11,16,7,11,16,17,56,51,16,8,13,8,19,5,44,45,9,16,16,17,16,18,12,9,70,72
14185,15,10,15,9,13,14,41,51,6,13,7,7,11,9,45,34,11,10,19,10,5,7,37,41,10,12,18,17,15,12,18,10,66,72
14186,7,10,13,6,17,14,54,50,19,14,5,6,17,13,52,41,12,17,9,14,17,13,66,53,18,5,16,15,10,13,12,13,58,63
14187,14,15,9,5,12,5,54,31,12,8,5,8,8,10,41,31,7,5,10,11,17,19,37,57,13,18,8,13,16,17,8,5,60,59
14188,8,12,18,15,14,18,37,65,6,10,6,13,9,5,36,33,12,11,9,15,5,18,40,47,11,6,13,14,16,7,12,7,50,56
14189,18,11,12,11,9,18,51,50,14,19,19,12,12,17,66,60,15,19,12,6,8,7,56,33,8,14,11,7,7,16,10,7,66,47
14190,16,15,18,17,7,18,57,60,19,15,16,9,13,18,61,56,11,9,8,7,17,15,46,47,7,13,17,18,8,6,7,5,64,44
14191,15,6,18,7,8,10,47,43,13,6,9,18,16,15,53,58,19,18,9,6,13,14,63,42,13,16,19,9,16,18,18,17,82,78
14192,5,18,14,12,8,11,53,45,17,11,17,6,11,12,43,46,10,18,7,10,11,16,58,44,13,11,13,8,10,9,12,11,52,50
14193,16,12,18,17,11,11,56,57,14,15,10,7,13,19,63,49,18,16,18,7,16,19,62,60,14,7,5,10,13,11,19,12,60,65
14194,18,6,8,19,19,17,60,63,19,17,13,5,11,18,63,47,9,7,7,8,6,16,52,37,17,11,17,17,14,5,14,9,72,59
14195,19,11,12,6,17,19,54,54,12,11,10,9,17,15,60,51,18,19,8,5,16,7,61,36,12,15,14,5,18,5,5,13,78,46
14196,15,7,16,16,9,13,49,54,10,8,14,8,11,15,51,48,18,17,18,13,6,10,62,47,17,14,17,5,15,15,15,16,81,66
14197,9,12,10,19,11,14,45,54,13,6,10,10,11,17,43,48,15,10,17,9,15,13,49,54,11,7,14,6,13,8,12,17,56,56
14198,18,9,7,14,11,8,49,40,12,19,5,15,10,15,63,45,14,12,11,10,19,18,48,58,10,12,17,10,9,10,5,5,71,39
14199,6,9,12,15,9,19,43,55,15,12,9,8,11,10,42,38,9,19,13,15,16,9,56,53,13,17,16,6,9,8,18,12,61,53
14200,14,17,9,10,18,9,54,46,6,16,15,18,13,17,52,63,16,8,10,9,14,6,47,39,17,7,18,8,18,14,11,9,72,60
14201,13,5,7,17,18,13,35,55,7,14,14,6,18,6,43,44,9,12,6,13,13,18,38,50,10,13,10,15,19,14,13,6,55,67
14202,12,7,13,18,12,6,45,49,13,17,6,9,19,14,61,48,19,17,8,6,18,18,62,50,13,14,13,12,7,11,5,15,71,50
14203,8,15,6,7,7,19,39,39,8,8,11,8,8,15,38,42,14,7,16,11,10,15,37,52,8,11,16,11,11,17,19,16,57,74
14204,13,16,19,13,8,18,50,58,6,11,15,6,16,16,44,53,14,10,7,8,15,18,45,48,15,12,10,9,12,11,17,15,64,64
14205,6,7,15,17,8,16,40,56,15,13,18,6,15,5,51,44,17,9,13,14,16,8,53,51,12,6,19,16,6,10,6,16,60,54
14206,7,6,16,17,13,12,30,58,5,5,11,16,9,16,31,52,14,19,12,9,17,7,50,45,12,19,12,10,18,17,18,6,64,69
14207,6,7,7,10,10,16,42,43,13,16,12,15,15,16,40,58,5,5,10,9,6,8,39,33,16,8,6,5,15,19,11,19,41,69
14208,16,7,8,13,6,19,45,46,5,6,14,18,7,8,38,47,11,19,11,18,6,17,52,52,17,13,14,18,11,17,8,14,71,68
14209,8,19,8,7,6,12,52,33,14,12,19,12,5,17,49,53,15,11,13,12,14,13,51,52,11,11,16,9,18,7,6,8,61,48
14210,17,7,19,14,13,13,45,59,11,16,6,7,11,8,61,32,17,19,10,7,17,8,57,42,10,10,16,19,10,7,8,11,70,55
14211,14,10,18,14,10,10,52,52,19,7,7,12,11,11,49,41,9,11,19,13,10,5,48,47,9,10,8,10,17,9,9,11,50,56
14212,14,9,13,6,6,6,57,31,17,18,10,13,13,17,56,53,7,18,9,13,10,7,59,39,17,10,18,15,18,12,12,5,66,62
14213,7,5,6,13,8,18,32,45,11,9,13,11,9,5,34,38,7,17,18,9,8,7,44,42,9,12,12,12,7,19,15,8,47,61
14214,19,5,6,16,15,15,55,52,13,13,8,9,14,14,52,45,7,9,12,13,5,7,47,37,18,9,11,12,16,8,7,8,64,51
14215,9,11,11,18,16,18,45,63,19,9,13,6,10,11,49,40,12,7,18,8,13,8,44,47,6,17,14,16,8,10,19,12,58,65
14216,10,9,15,14,12,8,38,49,5,12,14,10,19,12,45,55,18,8,11,18,16,19,45,64,14,14,7,16,8,13,17,11,63,65
14217,9,18,11,5,6,10,56,32,16,17,19,10,18,16,53,63,11,7,18,5,19,15,47,57,13,12,18,6,17,18,17,18,63,76
14218,6,14,18,6,14,16,42,54,13,14,11,6,9,12,45,38,12,15,5,13,12,10,49,40,9,6,8,9,19,10,8,19,41,65
14219,9,19,7,14,17,10,43,48,6,13,15,12,7,7,43,41,15,15,5,7,12,5,45,29,9,11,11,9,13,5,8,6,55,41
14220,18,15,17,12,19,5,58,53,10,12,17,16,9,8,47,50,7,7,18,16,5,7,39,46,15,12,12,17,18,7,19,5,64,66
14221,5,17,12,10,13,18,45,53,10,14,8,6,13,13,40,40,11,19,19,12,16,12,53,59,13,8,7,14,19,7,10,17,44,67
14222,15,19,13,6,16,7,72,42,19,15,12,17,6,14,68,49,19,14,7,17,13,15,71,52,19,14,8,19,6,13,16,13,75,67
14223,19,9,16,15,9,11,59,51,19,15,18,12,14,5,66,49,13,8,17,11,5,14,52,47,12,9,16,15,8,15,16,14,69,68
14224,12,15,8,18,13,12,42,51,8,11,10,12,10,13,45,45,14,13,13,6,14,9,42,42,7,13,11,13,15,6,14,7,57,55
14225,13,16,5,5,5,10,59,25,17,18,8,18,7,15,59,48,11,11,13,7,5,6,52,31,13,10,8,17,6,6,8,5,55,42
14226,16,12,12,7,17,5,56,41,17,5,5,9,15,6,52,35,14,9,14,14,10,12,51,50,11,8,17,12,9,14,11,11,66,57
14227,6,15,15,18,7,15,45,55,11,5,9,18,18,15,31,60,9,14,7,15,6,17,47,45,13,14,13,16,15,15,9,13,55,68
14228,17,9,8,13,5,13,59,39,16,17,17,6,10,15,63,48,13,7,19,11,15,9,53,54,17,12,19,15,7,18,12,12,78,64
14229,16,5,7,5,14,7,48,33,15,17,17,13,12,11,66,53,18,13,6,6,16,10,58,38,12,15,17,13,14,6,11,7,78,51
14230,14,6,12,12,12,14,46,50,17,13,19,14,10,19,58,62,14,11,9,13,8,6,51,36,9,9,16,13,17,10,16,14,62,70
14231,12,10,13,17,18,19,50,67,17,12,13,15,5,5,58,38,17,13,19,16,14,19,58,68,11,17,9,7,14,19,16,6,66,62
14232,12,9,12,6,17,14,42,49,5,17,19,11,6,14,52,50,18,11,8,15,7,11,50,41,16,13,11,7,17,14,13,15,70,66
14233,7,15,16,12,9,6,43,43,9,5,12,17,5,5,29,39,8,13,15,8,15,7,42,45,12,10,17,16,8,5,10,18,54,57
14234,14,5,10,9,13,15,40,47,5,18,14,6,17,18,42,55,5,8,18,8,17,7,34,50,16,6,8,13,9,5,5,13,49,45
14235,8,19,6,17,8,19,53,50,9,9,11,10,6,5,35,32,9,10,8,11,8,14,45,41,17,12,13,15,6,9,14,19,59,63
14236,7,7,10,19,18,17,36,64,13,17,8,12,5,13,49,38,12,7,8,6,6,15,41,35,9,15,13,12,11,6,5,5,56,39
14237,15,15,14,15,7,10,50,46,11,13,15,17,18,19,45,69,6,17,14,7,13,5,43,39,9,5,6,18,8,16,7,8,41,57
14238,16,10,9,19,16,8,53,52,12,10,15,15,14,6,56,50,18,18,9,9,14,9,63,41,15,15,17,7,16,19,19,18,81,79
14239,5,19,5,6,12,18,47,41,7,6,9,17,10,19,32,55,14,9,17,7,7,13,46,44,16,9,19,7,17,18,12,15,63,69
14240,13,19,9,5,9,17,56,40,19,11,13,18,14,12,59,57,16,14,14,13,8,18,54,53,5,9,8,15,17,11,18,7,51,68
14241,14,7,18,8,18,15,45,59,7,13,17,10,14,19,53,60,19,9,9,11,12,10,52,42,17,13,7,19,5,6,12,11,70,53
14242,9,9,19,10,5,7,43,41,17,7,5,18,12,9,43,44,10,13,8,7,18,17,48,50,8,17,7,13,7,14,6,6,51,46
14243,19,17,11,10,19,15,49,55,5,18,17,11,18,14,58,60,16,14,6,6,15,9,43,36,8,7,11,5,18,19,9,18,61,69
14244,13,18,16,9,5,12,50,42,9,5,17,11,8,7,44,43,17,18,16,19,9,18,54,62,10,19,7,7,16,11,18,19,66,71
14245,16,9,13,18,5,5,58,41,17,11,18,15,15,18,63,66,19,15,11,13,13,12,67,49,16,12,18,19,7,19,19,7,81,71
14246,7,16,5,9,9,14,50,37,12,10,10,9,5,11,47,35,18,8,5,18,14,11,53,48,15,15,7,7,17,13,17,12,62,66
14247,17,7,17,19,19,16,37,71,8,18,13,15,11,9,49,48,6,11,18,9,12,6,30,45,5,15,5,14,16,5,12,12,48,59
14248,9,17,14,5,7,18,40,44,5,7,5,19,11,7,39,42,18,19,12,17,18,17,51,64,9,17,8,14,8,19,14,14,61,69
14249,19,8,7,18,15,13,63,53,17,8,11,12,6,18,52,47,8,6,13,19,11,12,50,55,19,16,19,15,10,9,9,19,81,62
14250,16,15,12,11,14,9,53,46,10,11,12,5,7,9,42,33,5,16,18,5,7,17,43,47,12,16,8,5,5,13,15,8,57,46
14251,5,13,10,14,7,9,53,40,19,9,5,13,16,8,41,42,8,7,11,11,6,14,50,42,16,12,17,15,10,16,14,14,58,69
14252,6,11,5,9,9,10,41,33,14,12,14,11,5,10,42,40,10,18,8,7,5,15,52,35,10,18,10,19,5,15,11,19,54,69
14253,17,19,18,17,9,8,62,52,11,6,9,7,11,8,52,35,18,7,6,7,11,11,51,35,15,14,17,8,10,9,15,9,81,51
14254,6,16,17,19,19,16,46,71,13,16,18,8,7,17,48,50,13,10,19,18,10,17,47,64,11,5,9,15,6,13,18,15,44,67
14255,10,14,7,10,8,18,56,43,16,15,6,6,19,5,51,36,10,11,12,15,9,11,53,47,16,17,15,13,8,19,11,11,68,62
14256,15,7,18,11,12,17,46,58,18,13,12,7,12,14,61,45,15,18,7,9,7,17,57,40,6,15,17,19,9,8,18,7,68,61
14257,15,17,8,12,15,12,65,47,14,15,16,14,18,9,52,57,8,16,12,19,19,19,57,69,19,17,6,15,17,13,15,18,65,78
14258,9,13,18,10,12,18,48,58,10,18,10,13,10,15,47,48,10,11,15,9,10,17,47,51,16,10,14,7,12,5,8,18,59,50
14259,13,19,16,15,17,13,64,61,19,7,17,17,5,6,47,45,8,17,16,15,7,12,57,50,13,15,8,14,7,17,10,16,57,64
14260,10,19,17,9,12,6,42,44,7,8,5,11,13,5,35,34,10,8,11,9,8,12,31,40,6,9,14,5,10,6,17,10,49,48
14261,8,16,6,19,6,5,47,36,17,14,14,18,5,11,48,48,9,17,9,16,7,16,49,48,6,13,18,9,13,15,10,12,54,59
14262,12,17,8,13,7,9,62,37,15,18,18,10,17,18,51,63,6,11,8,5,7,5,50,25,18,14,17,17,6,16,9,13,67,61
14263,5,17,8,18,17,8,41,51,7,11,15,11,19,12,39,57,16,8,18,19,11,11,43,59,12,9,14,13,16,6,13,7,56,55
14264,16,15,14,6,11,16,64,47,19,11,11,18,13,19,54,61,8,5,18,19,12,17,46,66,14,14,12,17,18,5,14,18,64,72
14265,10,9,19,14,10,11,30,54,6,17,8,19,13,19,49,59,16,16,16,18,13,13,43,60,5,6,14,6,9,16,6,15,51,52
14266,15,5,5,8,6,14,40,33,14,12,7,11,5,5,59,28,18,7,9,8,7,13,45,37,6,11,9,14,17,7,16,7,59,61
14267,15,10,19,13,7,10,51,49,13,7,11,6,11,17,49,45,14,11,8,10,11,14,51,43,13,10,19,6,15,8,6,12,71,47
14268,12,13,5,12,12,6,44,35,6,15,18,13,8,12,50,51,17,5,6,8,16,14,41,44,13,9,19,5,14,9,8,6,70,42
14269,13,7,7,13,14,17,44,51,13,6,17,16,15,18,43,66,11,9,15,14,15,19,44,63,11,17,13,5,10,10,14,5,65,44
14270,10,13,5,13,15,5,46,38,5,16,7,19,18,19,42,63,11,17,15,8,6,12,51,41,18,12,11,8,7,7,6,13,62,41
14271,7,13,16,12,15,10,47,53,14,19,16,19,18,12,56,65,16,15,6,15,8,19,58,48,13,18,18,15,17,12,5,19,72,68
14272,17,17,14,10,15,14,58,53,7,7,9,10,12,7,45,38,14,6,6,12,13,14,44,45,17,11,12,15,6,16,19,5,71,61
14273,16,13,13,17,11,18,41,59,5,14,18,15,6,11,53,50,18,13,13,17,19,17,43,66,7,5,16,15,6,6,9,17,62,53
14274,16,16,11,13,19,11,52,54,14,16,17,13,16,10,53,56,7,8,8,15,19,13,35,55,6,14,8,10,19,16,8,18,51,71
14275,5,6,19,19,19,9,27,66,5,17,10,17,17,11,44,55,17,15,15,16,12,6,48,49,11,7,18,14,7,19,12,15,58,67
14276,19,14,12,15,12,14,61,53,13,18,8,5,13,15,55,41,5,14,13,18,12,5,47,48,15,15,17,17,12,8,13,14,71,64
14277,10,12,17,6,8,12,47,43,9,7,7,5,7,17,39,36,13,10,16,14,7,9,48,46,16,19,18,13,12,10,10,16,76,61
14278,11,11,19,14,9,13,55,55,19,15,5,17,8,8,58,38,13,5,13,7,14,11,51,45,14,9,10,9,8,11,11,11,57,50
14279,5,18,6,14,5,11,51,36,19,15,15,17,8,7,55,47,16,13,14,6,10,9,57,39,9,5,13,14,18,11,16,9,48,68
14280,19,12,7,5,18,8,59,38,11,7,18,11,6,15,54,50,17,14,5,19,15,12,59,51,17,12,6,6,8,6,7,13,71,40
14281,16,16,17,10,16,15,53,58,6,16,9,16,19,5,47,49,9,12,10,18,8,15,42,51,15,19,12,11,5,8,18,7,71,49
14282,18,12,16,12,15,10,61,53,18,13,19,10,10,7,66,46,17,8,14,7,15,18,56,54,13,16,8,9,5,5,12,10,72,41
14283,19,6,17,7,5,14,45,43,8,14,7,10,18,8,49,43,8,10,15,18,16,17,38,66,12,19,5,16,13,8,7,13,63,57
14284,6,8,5,15,15,6,37,41,9,17,17,10,16,11,48,54,16,18,16,12,10,19,57,57,14,13,9,13,9,5,15,14,58,56
14285,19,15,5,9,8,7,52,29,9,16,13,11,15,9,58,48,14,12,14,9,16,8,44,47,9,12,9,8,6,6,14,10,63,44
14286,11,7,12,15,9,16,44,52,7,12,14,16,15,9,38,54,8,19,16,12,7,8,53,43,19,16,10,6,19,11,13,15,64,64
14287,14,5,7,8,7,18,36,40,9,11,8,8,16,8,48,40,14,5,17,12,11,16,36,56,8,10,18,5,6,17,10,7,64,45
14288,11,9,13,9,17,15,46,54,11,9,6,6,7,17,43,36,12,8,16,13,5,17,46,51,15,8,11,17,19,6,11,5,57,58
14289,14,5,19,19,12,14,43,64,19,9,13,14,11,15,50,53,8,18,11,10,13,8,50,42,5,19,18,5,12,19,17,11,64,64
14290,12,14,8,17,17,12,36,54,5,5,16,13,6,12,33,47,11,17,11,18,5,5,38,39,5,9,17,11,15,10,10,12,54,58
14291,13,10,11,7,10,13,47,41,8,14,13,5,6,9,42,33,7,9,16,7,14,18,40,55,16,12,19,9,11,19,13,14,67,66
14292,6,9,7,7,18,16,34,48,13,11,6,14,14,11,40,45,10,8,9,15,7,9,37,40,6,13,9,10,18,19,9,12,44,68
14293,10,17,7,10,8,11,48,36,14,18,11,18,14,12,47,55,5,17,11,15,6,17,43,49,7,7,17,19,19,12,14,9,46,73
14294,10,10,13,18,13,12,50,56,17,19,5,10,18,19,53,52,7,17,18,12,19,6,54,55,13,17,19,15,6,14,8,6,66,49
14295,17,13,8,7,8,14,64,37,18,17,7,6,15,6,71,34,19,5,17,9,8,10,58,44,16,9,14,14,5,17,6,15,75,57
14296,8,9,11,5,8,9,41,33,18,16,6,16,10,11,50,43,8,8,8,8,13,15,40,44,6,15,14,11,13,11,5,5,51,45
14297,16,14,15,16,10,13,51,54,12,16,15,13,6,8,49,42,5,5,7,5,15,7,31,34,9,18,18,17,19,14,14,13,66,77
14298,15,10,19,5,18,7,45,49,15,11,13,13,17,14,56,57,15,16,13,6,11,17,51,47,5,11,17,7,12,6,11,7,63,43
14299,9,16,10,11,17,12,52,50,8,18,17,5,13,13,45,48,10,11,12,11,6,18,48,47,19,14,8,11,7,13,7,8,60,46
14300,14,5,8,18,7,10,42,43,12,19,6,6,9,10,64,31,19,5,9,17,18,14,47,58,11,9,16,13,5,11,12,11,69,52
14301,19,12,6,12,6,5,61,29,17,10,6,11,17,14,59,48,13,10,15,6,17,7,53,45,13,12,9,11,10,17,13,15,66,66
14302,18,18,17,9,17,16,71,59,17,17,9,15,12,13,67,49,15,11,12,6,18,14,61,50,18,15,16,16,6,5,14,19,82,60
14303,16,5,6,5,17,15,42,43,9,12,13,11,16,13,52,53,15,6,16,8,15,11,42,50,12,11,15,12,19,16,14,14,69,75
14304,16,15,9,7,9,13,60,38,10,18,6,19,5,13,49,43,5,18,6,10,18,16,52,50,19,8,11,7,7,8,8,9,59,39
14305,11,13,12,17,8,16,46,53,13,8,17,15,6,19,49,57,17,16,14,6,9,17,55,46,9,14,10,11,6,9,8,17,61,51
14306,17,14,6,5,6,15,60,32,12,15,6,13,11,7,49,37,5,14,15,16,11,12,48,54,17,19,13,10,7,15,12,5,71,49
14307,6,6,8,6,15,16,24,45,6,7,18,17,6,17,27,58,8,16,5,18,16,12,36,51,6,15,15,14,7,9,11,18,50,59
14308,13,15,15,10,13,10,53,48,14,18,5,19,11,14,51,49,6,12,9,8,5,8,43,30,11,10,18,12,5,15,13,11,58,56
14309,9,13,12,8,16,14,52,50,11,5,15,9,9,14,37,47,12,10,11,14,14,13,52,52,19,14,18,17,13,10,9,14,72,63
14310,9,17,7,6,18,19,54,50,15,12,10,13,11,5,46,39,10,13,18,15,8,14,51,55,13,11,15,14,11,19,16,8,58,68
14311,11,14,15,9,12,17,59,53,19,13,10,5,18,18,52,51,9,8,5,16,18,13,51,52,15,14,6,15,15,12,13,15,55,70
14312,18,7,5,5,5,19,44,34,11,13,12,7,8,11,50,38,8,15,12,17,18,12,42,59,8,7,18,16,19,11,19,9,59,74
14313,16,15,14,15,7,16,60,52,18,17,6,11,19,19,66,55,15,11,17,7,10,6,55,40,11,10,10,12,7,13,6,16,62,54
14314,17,13,19,14,8,17,49,58,14,6,13,7,8,17,46,45,9,6,19,11,6,15,34,51,5,11,16,19,15,10,17,12,58,73
14315,13,7,16,11,11,13,36,51,7,11,9,10,10,7,36,36,5,7,12,19,12,14,28,57,9,14,10,16,16,10,14,16,51,72
14316,16,6,15,14,10,5,58,44,18,11,16,12,9,17,54,54,9,10,7,11,12,13,55,43,18,9,13,16,13,13,7,10,65,59
14317,17,10,15,7,7,8,51,37,16,14,19,6,18,6,66,49,19,13,18,14,5,17,56,54,8,11,13,18,17,5,14,11,68,65
14318,18,9,11,17,11,8,46,47,5,9,17,11,19,17,38,64,6,16,6,16,6,6,41,34,14,11,17,16,6,13,5,10,66,50
14319,15,9,16,8,16,12,51,52,8,17,5,17,19,14,58,55,18,10,12,10,12,8,55,42,19,8,11,18,7,13,11,8,71,57
14320,6,18,5,16,8,19,52,48,17,14,16,10,15,12,48,53,11,14,16,15,8,6,53,45,11,15,13,12,9,8,15,13,56,57
14321,19,17,5,10,7,16,46,38,5,10,9,5,13,13,50,40,16,19,11,5,12,15,45,43,5,12,13,11,19,13,9,16,65,68
14322,6,19,10,13,6,18,47,47,5,7,17,15,19,6,30,57,12,12,11,7,11,10,46,39,17,18,7,6,7,5,17,16,60,51
14323,8,11,11,8,12,18,44,49,9,5,16,7,17,18,35,58,13,10,11,5,19,9,48,44,16,11,9,16,9,19,10,18,57,72
14324,13,16,17,14,6,6,53,43,16,18,5,18,9,6,59,38,12,13,18,16,17,15,49,66,8,6,14,16,13,12,18,19,53,78
14325,7,19,6,5,15,16,49,42,7,6,17,15,18,7,34,57,14,14,17,17,17,13,51,64,16,9,14,6,10,5,5,17,60,43
14326,10,6,16,9,9,13,31,47,5,11,11,17,9,19,33,56,7,8,7,16,11,5,30,39,10,18,15,6,15,6,9,14,60,50
14327,17,11,15,9,7,10,52,41,12,17,14,18,13,11,57,56,11,5,15,17,7,13,40,52,12,7,16,16,13,18,12,8,63,67
14328,17,19,13,11,14,10,56,48,9,19,14,9,19,7,59,49,14,12,6,13,14,10,46,43,11,8,6,10,6,14,16,9,56,55
14329,5,6,13,10,18,8,40,49,16,18,18,8,16,18,48,60,9,6,16,15,9,8,44,48,13,10,6,5,15,17,9,16,43,62
14330,7,14,8,13,15,6,40,42,10,6,6,19,16,17,38,58,15,5,15,16,7,11,39,49,9,14,5,11,14,18,14,19,50,76
14331,6,18,10,7,16,7,43,40,13,16,10,6,11,7,41,34,6,8,13,17,8,17,33,55,6,19,7,13,7,5,5,5,44,35
14332,11,18,17,5,18,14,58,54,13,5,6,16,11,15,45,48,16,11,10,8,19,16,56,53,16,6,11,16,17,13,12,18,60,76
14333,15,10,7,10,14,8,48,39,11,8,5,15,18,5,49,43,15,17,8,5,14,14,55,41,12,16,12,14,15,6,12,10,70,57
14334,5,12,9,19,14,12,36,54,6,13,8,10,7,7,37,32,13,18,10,16,18,11,50,55,13,5,14,19,8,17,5,10,50,59
14335,18,6,8,19,14,14,51,55,10,13,14,9,13,8,49,44,8,9,5,5,16,13,44,39,17,5,13,6,8,10,15,7,61,46
14336,18,19,14,7,8,13,57,42,6,18,16,14,9,18,55,57,13,7,12,13,13,6,40,44,14,13,10,5,5,6,15,16,68,47
14337,11,10,7,7,13,9,42,36,13,19,10,8,7,18,50,43,7,13,13,7,8,14,41,42,8,11,8,14,10,18,9,15,45,66
14338,18,19,9,13,10,6,74,38,19,18,10,13,10,16,63,49,8,12,14,17,17,16,57,64,18,12,5,8,16,15,16,5,61,60
14339,14,17,8,19,17,5,57,49,12,12,5,12,9,9,47,35,9,13,5,18,19,5,48,47,14,15,8,15,8,15,12,15,60,65
14340,8,13,17,16,7,10,36,50,6,11,17,5,11,14,30,47,5,5,13,6,12,16,25,47,9,16,17,6,6,7,5,11,55,35
14341,18,14,11,10,12,19,47,52,7,7,17,7,5,11,41,40,9,12,14,12,9,11,36,46,8,14,9,19,8,13,6,8,58,54
14342,15,5,19,5,7,15,40,46,12,17,13,18,17,15,58,63,14,12,11,9,14,5,46,39,8,18,16,13,11,16,17,10,71,67
14343,8,15,13,8,7,10,60,38,18,13,5,17,13,19,55,54,16,7,10,8,12,7,60,37,19,15,5,18,19,16,9,17,63,79
14344,6,5,13,14,18,6,33,51,11,14,16,12,7,5,50,40,19,11,11,11,19,15,52,56,11,15,8,17,17,16,10,8,59,68
14345,14,10,10,11,5,12,62,38,19,17,19,10,15,5,58,49,8,7,16,19,10,19,53,64,19,10,7,14,15,17,11,6,58,63
14346,13,19,17,10,17,10,54,54,15,8,17,17,5,11,50,50,14,14,11,16,5,15,50,47,7,9,17,16,18,10,12,5,60,61
14347,6,10,12,10,12,19,38,53,8,19,14,18,10,6,38,48,5,6,9,11,5,8,33,33,14,6,19,14,17,14,15,12,50,72
14348,6,11,13,6,19,14,39,52,13,11,9,13,19,15,42,56,12,9,14,12,8,11,43,45,9,14,17,13,7,11,10,8,58,49
14349,9,6,8,10,5,12,42,35,19,9,8,13,7,12,49,40,12,7,8,11,10,19,46,48,8,10,8,5,17,15,10,17,47,64
14350,17,5,6,18,9,10,51,43,11,10,14,9,6,15,55,44,17,19,14,10,13,10,65,47,18,17,10,19,8,6,15,5,79,53
14351,9,16,17,6,14,7,61,44,19,6,6,6,11,10,47,33,13,16,13,6,16,15,65,50,17,10,18,8,14,19,14,16,67,71
14352,5,13,14,16,6,18,44,54,8,6,14,9,19,18,33,60,14,12,14,8,8,5,52,35,18,19,13,16,12,17,10,19,69,74
14353,12,8,8,16,17,14,52,55,19,7,11,15,5,11,48,42,10,18,19,7,9,11,60,46,13,15,9,19,13,10,14,14,59,70
14354,14,12,5,12,10,9,57,36,17,10,19,17,18,19,57,73,16,9,15,6,7,6,56,34,14,18,13,11,13,8,19,9,75,60
14355,11,7,6,12,17,16,41,51,17,14,9,5,12,14,57,40,15,19,9,8,12,6,57,35,6,15,16,18,10,17,19,19,63,83
14356,13,10,10,6,8,14,46,38,9,12,7,18,14,17,53,56,19,8,11,15,14,13,50,53,14,11,15,14,11,13,11,19,72,68
14357,10,9,8,5,17,15,51,45,14,15,7,14,13,18,51,52,12,5,16,8,11,16,49,51,18,10,5,8,10,10,5,8,55,41
14358,10,12,11,19,13,17,46,60,13,12,12,10,7,9,51,38,16,12,17,6,15,13,52,51,11,6,6,18,17,5,6,12,49,58
14359,8,16,17,10,9,16,48,52,11,8,17,14,8,16,35,55,8,19,18,9,10,14,51,51,13,13,17,14,15,6,8,8,59,51
14360,8,10,5,10,11,6,37,32,7,5,6,11,7,10,36,34,16,18,5,6,5,17,53,33,12,14,19,10,12,13,18,16,69,69
14361,18,10,19,14,19,18,45,70,6,11,13,12,13,6,42,44,7,15,12,16,8,12,39,48,11,16,10,16,9,18,17,19,62,79
14362,9,14,17,9,14,6,37,46,5,13,12,18,6,12,38,48,11,17,12,14,14,18,42,58,9,10,9,14,15,6,5,19,48,59
14363,6,11,10,7,18,10,51,45,18,10,11,7,17,11,49,46,15,17,18,6,5,15,66,44,16,13,5,6,14,17,14,6,55,57
14364,13,16,8,12,7,15,50,42,8,19,13,13,13,18,54,57,14,6,8,18,11,13,41,50,13,13,15,19,12,17,19,7,68,74
14365,15,14,13,15,10,16,42,54,8,18,16,14,16,11,49,57,8,10,16,11,5,19,31,51,5,13,10,19,14,8,10,7,51,58
14366,13,19,8,17,14,8,52,47,15,12,19,19,11,19,53,68,13,16,18,7,12,12,49,49,5,5,17,16,16,19,10,18,53,79
14367,9,9,8,14,5,16,46,43,13,13,18,14,8,14,41,54,6,18,10,19,12,12,52,53,15,14,12,12,18,8,17,10,56,65
14368,9,10,17,18,8,13,35,56,11,18,12,16,15,5,48,48,10,8,13,14,12,11,34,50,5,14,7,7,18,16,5,14,45,60
14369,16,10,13,14,9,7,54,43,12,17,10,15,17,12,53,54,8,17,7,5,13,19,53,44,16,10,19,5,5,18,19,17,69,64
